,overpoints,to_end_seconds,interactions
38761,5616,12654,2
38762,5642,12654,2
38763,5667,12654,2
38764,5670,12654,2
38765,5659,12653,2
38766,5684,12653,2
38767,4873,12653,2
38768,4889,12653,2
38769,5544,12652,2
38770,5603,12652,2
38771,5291,12652,2
38772,5239,12652,2
38773,5056,12652,2
38774,5072,12652,2
38775,5334,12651,2
38776,5444,12651,2
38777,5845,12651,2
38778,5781,12651,2
38779,5038,12651,2
38780,5054,12651,2
38781,5589,12650,2
38782,5697,12650,2
38783,6556,12650,2
38784,6510,12650,2
38785,5825,12649,2
38786,5735,12649,2
38787,4823,12649,2
38788,4761,12649,2
38789,4961,12649,2
38790,5001,12649,2
38791,5379,12648,2
38792,5419,12648,2
38793,5677,12648,2
38794,5610,12648,2
38795,5221,12648,2
38796,5257,12648,2
38797,5890,12647,2
38798,5970,12647,2
38799,6257,12647,2
38800,6256,12647,2
38801,6087,12646,2
38802,6032,12646,2
38803,5948,12646,2
38804,5969,12646,2
38805,6013,12646,2
38806,6020,12646,2
38807,6549,12645,2
38808,6302,12645,2
38809,4640,12645,2
38810,4585,12645,2
38811,4524,12644,2
38812,4485,12644,2
38813,4153,12644,2
38814,4063,12644,2
38815,3859,12644,2
38816,3949,12644,2
38817,4814,12643,2
38818,4887,12643,2
38819,5141,12643,2
38820,5184,12643,2
38821,3924,12643,2
38822,3722,12642,2
38823,2172,12642,2
38824,2206,12642,2
38825,1884,12642,2
38826,1830,12642,2
38827,1480,12641,2
38828,1311,12641,2
38829,1261,12641,2
38830,1266,12641,2
38831,1501,12641,2
38832,1508,12641,2
38833,2013,12640,2
38834,2057,12640,2
38835,2954,12640,2
38836,3160,12640,2
38837,4493,12639,2
38838,4563,12639,2
38839,6305,12639,2
38840,6171,12639,2
38841,6139,12639,2
38842,6131,12639,2
38843,6682,12638,2
38844,6123,12638,2
38845,6087,12638,2
38846,6063,12637,2
38847,6093,12637,2
38848,5698,12637,2
38849,5564,12637,2
38850,4915,12637,2
38851,4956,12637,2
38852,5534,12636,2
38853,5615,12636,2
38854,6287,12636,2
38855,6352,12636,2
38856,6635,12635,2
38857,6632,12635,2
38858,6207,12635,2
38859,6195,12635,2
38860,6119,12634,2
38861,6055,12634,2
38862,5742,12634,2
38863,2207,12633,2
38864,2026,12633,2
38865,2429,12633,2
38866,4047,12633,2
38867,4715,12632,2
38868,5376,12632,2
38869,5228,12632,2
38870,5235,12632,2
38871,6210,12631,2
38872,6497,12631,2
38873,6598,12631,2
38874,6572,12630,2
38875,6333,12630,2
38876,6072,12630,2
38877,6133,12629,2
38878,5685,12629,2
38879,5381,12629,2
38880,5710,12628,2
38881,5544,12628,2
38882,6069,12628,2
38883,5754,12627,2
38884,6886,12627,2
38885,7033,12626,2
38886,6783,12626,2
38887,6843,12626,2
38888,7311,12625,2
38889,6856,12625,2
38890,7290,12624,2
38891,6144,12624,2
38892,6138,12624,2
38893,6064,12623,2
38894,5637,12623,2
38895,4317,12623,2
38896,5046,12622,2
38897,5991,12622,2
38898,5834,12621,2
38899,5896,12621,2
38900,5479,12621,2
38901,5337,12620,2
38902,5563,12620,2
38903,5446,12620,2
38904,5452,12619,2
38905,5572,12619,2
38906,6654,12619,2
38907,6446,12618,2
38908,6479,12618,2
38909,6608,12617,2
38910,7126,12617,2
38911,6782,12617,2
38912,5990,12616,2
38913,4498,12616,2
38914,3077,12616,2
38915,1861,12615,2
38916,1676,12615,2
38917,2527,12615,2
38918,3681,12614,2
38919,2809,12614,2
38920,1789,12614,2
38921,1637,12614,2
38922,1692,12613,2
38923,1233,12613,2
38924,1208,12613,2
38925,2196,12612,2
38926,3948,12612,2
38927,5350,12612,2
38928,5742,12612,2
38929,5863,12611,2
38930,6008,12611,2
38931,6063,12611,2
38932,6162,12611,2
38933,6492,12610,2
38934,6609,12610,2
38935,6767,12610,2
38936,6801,12610,2
38937,6762,12609,2
38938,6811,12609,2
38939,6890,12609,2
38940,6924,12608,2
38941,6908,12608,2
38942,5738,12608,2
38943,1403,12607,2
38944,1322,12605,2
38945,2143,12605,2
38946,5016,12605,2
38947,6565,12605,2
38948,7034,12604,2
38949,7212,12604,2
38950,7156,12604,2
38951,6858,12604,2
38952,6480,12603,2
38953,6193,12603,2
38954,6026,12603,2
38955,6131,12602,2
38956,6226,12602,2
38957,6312,12602,2
38958,6346,12602,2
38959,6411,12601,2
38960,6562,12601,2
38961,6732,12601,2
38962,6707,12600,2
38963,6880,12600,2
38964,6744,12600,2
38965,6864,12599,2
38966,6894,12599,2
38967,7041,12598,2
38968,7267,12598,2
38969,7502,12597,2
38970,7630,12597,2
38971,7946,12597,2
38972,7676,12596,2
38973,7328,12596,2
38974,7412,12595,2
38975,7068,12595,2
38976,6938,12594,2
38977,6833,12594,2
38978,6621,12593,2
38979,6778,12593,2
38980,6802,12592,2
38981,6845,12592,2
38982,7020,12591,2
38983,6652,12591,2
38984,6692,12590,2
38985,6903,12590,2
38986,6613,12590,2
38987,6789,12589,2
38988,6647,12589,2
38989,6505,12588,2
38990,6646,12588,2
38991,6932,12587,2
38992,6978,12587,2
38993,6603,12586,2
38994,6494,12586,2
38995,6755,12586,2
38996,6861,12585,2
38997,5830,12585,2
38998,2384,12584,2
38999,1139,12583,2
39000,3049,12582,2
39001,4360,12582,2
39002,4919,12582,2
39003,5208,12582,2
39004,5166,12581,2
39005,5145,12581,2
39006,4834,12581,2
39007,3887,12581,2
39008,2379,12580,2
39009,1001,12580,2
39010,1299,12579,2
39011,2769,12579,2
39012,4344,12578,2
39013,5134,12578,2
39014,4890,12578,2
39015,4226,12578,2
39016,3106,12577,2
39017,3287,12577,2
39018,4741,12577,2
39019,5946,12577,2
39020,6013,12576,2
39021,4900,12576,2
39022,4160,12576,2
39023,3672,12575,2
39024,2033,12575,2
39025,1518,12575,2
39026,1869,12575,2
39027,1825,12574,2
39028,1451,12574,2
39029,1422,12574,2
39030,1674,12573,2
39031,1538,12573,2
39032,1424,12573,2
39033,1146,12573,2
39034,1978,12572,2
39035,3987,12572,2
39036,5745,12572,2
39037,5566,12572,2
39038,4802,12571,2
39039,4572,12571,2
39040,4925,12571,2
39041,5421,12571,2
39042,7040,12570,2
39043,6995,12570,2
39044,7107,12570,2
39045,6329,12569,2
39046,6165,12569,2
39047,5707,12569,2
39048,5627,12569,2
39049,5697,12568,2
39050,7287,12568,2
39051,7253,12568,2
39052,8228,12567,2
39053,8372,12567,2
39054,8431,12567,2
39055,8379,12566,2
39056,7631,12566,2
39057,7430,12566,2
39058,7296,12565,2
39059,8077,12565,2
39060,7122,12564,2
39061,6894,12564,2
39062,6574,12564,2
39063,6277,12563,2
39064,5996,12563,2
39065,5734,12563,2
39066,6323,12562,2
39067,6234,12562,2
39068,5231,12561,2
39069,6284,12561,2
39070,7352,12561,2
39071,7216,12560,2
39072,6517,12560,2
39073,5854,12559,2
39074,7120,12559,2
39075,7478,12559,2
39076,7663,12558,2
39077,7197,12558,2
39078,6803,12558,2
39079,6292,12557,2
39080,6535,12557,2
39081,6807,12556,2
39082,7335,12556,2
39083,6492,12556,2
39084,5950,12555,2
39085,5876,12555,2
39086,5690,12554,2
39087,7096,12554,2
39088,6950,12554,2
39089,7041,12553,2
39090,7106,12553,2
39091,5932,12552,2
39092,6723,12552,2
39093,7016,12552,2
39094,7164,12551,2
39095,6403,12551,2
39096,6421,12550,2
39097,5651,12550,2
39098,5654,12550,2
39099,5294,12549,2
39100,5021,12549,2
39101,5408,12548,2
39102,5644,12548,2
39103,6964,12548,2
39104,7385,12547,2
39105,7224,12547,2
39106,6750,12546,2
39107,6904,12546,2
39108,6855,12546,2
39109,6914,12545,2
39110,6687,12545,2
39111,6881,12544,2
39112,6416,12544,2
39113,6446,12543,2
39114,5967,12543,2
39115,5876,12543,2
39116,5778,12542,2
39117,6642,12542,2
39118,6868,12541,2
39119,7136,12541,2
39120,5937,12541,2
39121,5896,12540,2
39122,4429,12540,2
39123,3229,12539,2
39124,4393,12539,2
39125,5639,12539,2
39126,6036,12538,2
39127,5246,12538,2
39128,3883,12538,2
39129,4223,12537,2
39130,3831,12537,2
39131,2903,12537,2
39132,3266,12536,2
39133,4122,12536,2
39134,4937,12536,2
39135,5247,12535,2
39136,5257,12535,2
39137,5293,12535,2
39138,4518,12534,2
39139,2112,12534,2
39140,1876,12534,2
39141,1745,12533,2
39142,2121,12533,2
39143,2064,12533,2
39144,2096,12533,2
39145,2189,12532,2
39146,3121,12532,2
39147,5624,12532,2
39148,5726,12531,2
39149,5478,12531,2
39150,5629,12531,2
39151,6186,12531,2
39152,6169,12530,2
39153,5448,12530,2
39154,5244,12530,2
39155,5389,12530,2
39156,6028,12529,2
39157,5724,12529,2
39158,5784,12529,2
39159,4984,12528,2
39160,5113,12528,2
39161,4872,12528,2
39162,4942,12527,2
39163,6000,12527,2
39164,5585,12527,2
39165,5568,12526,2
39166,4873,12526,2
39167,4435,12525,2
39168,3550,12525,2
39169,2848,12525,2
39170,2330,12524,2
39171,3093,12524,2
39172,3816,12524,2
39173,4145,12524,2
39174,4521,12524,2
39175,5149,12524,2
39176,5562,12523,2
39177,5852,12523,2
39178,5955,12523,2
39179,5976,12523,2
39180,6374,12523,2
39181,6579,12523,2
39182,6561,12523,2
39183,7254,12523,2
39184,7272,12523,2
39185,7747,12522,2
39186,7942,12522,2
39187,7876,12522,2
39188,8145,12522,2
39189,7821,12522,2
39190,8094,12522,2
39191,7803,12522,2
39192,8108,12522,2
39193,7892,12522,2
39194,8158,12521,2
39195,7914,12521,2
39196,8117,12521,2
39197,7802,12521,2
39198,7503,12521,2
39199,8094,12521,2
39200,8750,12521,2
39201,8944,12521,2
39202,8606,12521,2
39203,8037,12521,2
39204,7618,12520,2
39205,7468,12520,2
39206,8168,12520,2
39207,9030,12520,2
39208,9056,12520,2
39209,8876,12520,2
39210,8422,12520,2
39211,7776,12520,2
39212,7511,12519,2
39213,7933,12519,2
39214,8793,12519,2
39215,8977,12519,2
39216,8632,12519,2
39217,8008,12519,2
39218,7525,12519,2
39219,7366,12519,2
39220,8093,12519,2
39221,8826,12518,2
39222,8798,12518,2
39223,8480,12518,2
39224,7679,12518,2
39225,7311,12518,2
39226,7718,12518,2
39227,8452,12518,2
39228,8974,12518,2
39229,8771,12517,2
39230,8483,12517,2
39231,7699,12517,2
39232,7311,12517,2
39233,7423,12517,2
39234,8069,12517,2
39235,8204,12517,2
39236,7640,12517,2
39237,6253,12516,2
39238,4189,12516,2
39239,2845,12516,2
39240,1952,12516,2
39241,1806,12516,2
39242,1777,12516,2
39243,1508,12516,2
39244,1773,12516,2
39245,1628,12515,2
39246,1284,12515,2
39247,1171,12515,2
39248,1117,12515,2
39249,1307,12515,2
39250,1926,12515,2
39251,2647,12515,2
39252,2984,12515,2
39253,3283,12514,2
39254,3133,12514,2
39255,2329,12514,2
39256,1503,12514,2
39257,1053,12514,2
39258,1014,12511,2
39259,1050,12511,2
39260,1077,12511,2
39261,1140,12511,2
39262,1095,12511,2
39263,1003,12511,2
39264,1011,12511,2
39265,1056,12511,2
39266,1082,12510,2
39267,1152,12510,2
39268,1126,12510,2
39269,1033,12510,2
39270,1178,12510,2
39271,1664,12510,2
39272,2007,12510,2
39273,2426,12510,2
39274,2710,12509,2
39275,3167,12509,2
39276,3366,12509,2
39277,3482,12509,2
39278,3449,12509,2
39279,3365,12509,2
39280,3330,12509,2
39281,2724,12509,2
39282,2452,12509,2
39283,1879,12508,2
39284,1497,12508,2
39285,1356,12508,2
39286,1508,12508,2
39287,1520,12508,2
39288,1538,12508,2
39289,1634,12508,2
39290,1672,12508,2
39291,1657,12508,2
39292,1511,12507,2
39293,1527,12507,2
39294,1593,12507,2
39295,1582,12507,2
39296,1549,12507,2
39297,1648,12507,2
39298,1745,12507,2
39299,1745,12507,2
39300,1726,12506,2
39301,1880,12506,2
39302,1936,12506,2
39303,1839,12506,2
39304,1854,12506,2
39305,2006,12506,2
39306,1856,12506,2
39307,1572,12506,2
39308,1392,12506,2
39309,1149,12505,2
39310,1088,12505,2
39311,1035,12505,2
39312,1211,12505,2
39313,1385,12505,2
39314,1731,12505,2
39315,2403,12505,2
39316,2966,12505,2
39317,3757,12504,2
39318,4272,12504,2
39319,4844,12504,2
39320,5128,12504,2
39321,5421,12504,2
39322,5718,12504,2
39323,5833,12504,2
39324,5899,12504,2
39325,5966,12503,2
39326,6012,12503,2
39327,6028,12503,2
39328,5998,12503,2
39329,5952,12503,2
39330,5916,12503,2
39331,5877,12503,2
39332,5806,12503,2
39333,5784,12503,2
39334,5762,12502,2
39335,5687,12502,2
39336,5573,12502,2
39337,5514,12502,2
39338,5393,12502,2
39339,5254,12502,2
39340,4956,12502,2
39341,4667,12502,2
39342,4386,12502,2
39343,4242,12501,2
39344,4189,12501,2
39345,4147,12501,2
39346,3869,12501,2
39347,3523,12501,2
39348,3004,12501,2
39349,2558,12501,2
39350,2197,12501,2
39351,1769,12501,2
39352,1529,12500,2
39353,1349,12500,2
39354,1209,12500,2
39355,1021,12500,2
39356,1109,12498,2
39357,1514,12498,2
39358,2057,12498,2
39359,2667,12498,2
39360,3440,12498,2
39361,3960,12498,2
39362,4019,12498,2
39363,4200,12497,2
39364,4503,12497,2
39365,4658,12497,2
39366,4740,12497,2
39367,4752,12497,2
39368,4722,12497,2
39369,4692,12497,2
39370,4584,12497,2
39371,4536,12497,2
39372,4556,12496,2
39373,4153,12496,2
39374,3484,12496,2
39375,2880,12496,2
39376,1836,12496,2
39377,1424,12496,2
39378,1064,12495,2
39379,1447,12495,2
39380,2034,12495,2
39381,2663,12495,2
39382,3331,12495,2
39383,3720,12495,2
39384,3666,12495,2
39385,3698,12494,2
39386,3623,12494,2
39387,3576,12494,2
39388,3521,12494,2
39389,3609,12494,2
39390,3771,12494,2
39391,3751,12494,2
39392,3425,12494,2
39393,2984,12494,2
39394,2465,12493,2
39395,1875,12493,2
39396,1500,12493,2
39397,1232,12493,2
39398,1059,12493,2
39399,1050,12492,2
39400,1105,12492,2
39401,1288,12492,2
39402,1454,12492,2
39403,1545,12492,2
39404,1564,12491,2
39405,1453,12491,2
39406,1438,12491,2
39407,1481,12491,2
39408,1637,12491,2
39409,1748,12491,2
39410,1738,12491,2
39411,1867,12491,2
39412,1993,12491,2
39413,1736,12490,2
39414,1634,12490,2
39415,1449,12490,2
39416,1326,12490,2
39417,1209,12490,2
39418,1203,12490,2
39419,1283,12490,2
39420,1387,12490,2
39421,1751,12490,2
39422,2231,12489,2
39423,2623,12489,2
39424,2938,12489,2
39425,3332,12489,2
39426,3637,12489,2
39427,3692,12489,2
39428,3475,12489,2
39429,3368,12489,2
39430,3320,12489,2
39431,3168,12489,2
39432,3006,12488,2
39433,2817,12488,2
39434,2702,12488,2
39435,2698,12488,2
39436,2650,12488,2
39437,2605,12488,2
39438,2474,12488,2
39439,2476,12488,2
39440,2457,12488,2
39441,2468,12487,2
39442,2475,12487,2
39443,2443,12487,2
39444,2416,12487,2
39445,2354,12487,2
39446,2361,12487,2
39447,2362,12487,2
39448,2405,12487,2
39449,2421,12487,2
39450,2391,12486,2
39451,2285,12486,2
39452,2189,12486,2
39453,2112,12486,2
39454,2010,12486,2
39455,1944,12486,2
39456,2037,12486,2
39457,2173,12486,2
39458,1808,12486,2
39459,1467,12485,2
39460,1252,12485,2
39461,1019,12485,2
39462,1020,12482,2
39463,1172,12482,2
39464,1528,12482,2
39465,2124,12482,2
39466,2727,12481,2
39467,3179,12481,2
39468,3804,12481,2
39469,4316,12481,2
39470,4767,12481,2
39471,5068,12481,2
39472,5247,12481,2
39473,5357,12481,2
39474,5516,12481,2
39475,5651,12481,2
39476,5666,12481,2
39477,5569,12480,2
39478,5499,12480,2
39479,5505,12480,2
39480,5589,12480,2
39481,5760,12480,2
39482,6002,12480,2
39483,6121,12480,2
39484,6136,12480,2
39485,6127,12480,2
39486,5981,12480,2
39487,5880,12479,2
39488,5647,12479,2
39489,5513,12479,2
39490,5296,12479,2
39491,5157,12479,2
39492,5039,12479,2
39493,5018,12479,2
39494,4990,12479,2
39495,5197,12479,2
39496,5614,12479,2
39497,5941,12479,2
39498,6327,12478,2
39499,6486,12478,2
39500,6768,12478,2
39501,6960,12478,2
39502,6948,12478,2
39503,6771,12478,2
39504,6480,12478,2
39505,6329,12478,2
39506,6046,12478,2
39507,6020,12478,2
39508,5790,12477,2
39509,5460,12477,2
39510,5232,12477,2
39511,5240,12477,2
39512,5231,12477,2
39513,5221,12477,2
39514,5401,12477,2
39515,5725,12477,2
39516,6068,12477,2
39517,6399,12477,2
39518,6484,12477,2
39519,6613,12476,2
39520,6828,12476,2
39521,6924,12476,2
39522,6957,12476,2
39523,6852,12476,2
39524,6777,12476,2
39525,6638,12476,2
39526,6657,12476,2
39527,6544,12476,2
39528,6298,12476,2
39529,6001,12475,2
39530,5959,12475,2
39531,5989,12475,2
39532,5958,12475,2
39533,6065,12475,2
39534,6219,12475,2
39535,6487,12475,2
39536,6835,12475,2
39537,6932,12475,2
39538,6869,12475,2
39539,6766,12474,2
39540,6595,12474,2
39541,6449,12474,2
39542,6355,12474,2
39543,6391,12474,2
39544,6360,12474,2
39545,6338,12474,2
39546,6354,12474,2
39547,6439,12474,2
39548,6494,12474,2
39549,6569,12474,2
39550,6547,12473,2
39551,6596,12473,2
39552,6589,12473,2
39553,6510,12473,2
39554,6489,12473,2
39555,6520,12473,2
39556,6509,12473,2
39557,6494,12473,2
39558,6363,12473,2
39559,6418,12473,2
39560,6433,12472,2
39561,6547,12472,2
39562,6611,12472,2
39563,6586,12472,2
39564,6699,12472,2
39565,6709,12472,2
39566,6639,12472,2
39567,6537,12472,2
39568,6499,12472,2
39569,6353,12472,2
39570,6381,12472,2
39571,6316,12471,2
39572,6142,12471,2
39573,6627,12471,2
39574,7129,12471,2
39575,7473,12471,2
39576,7845,12471,2
39577,8160,12471,2
39578,8099,12471,2
39579,7775,12471,2
39580,7788,12471,2
39581,7643,12470,2
39582,7580,12470,2
39583,7456,12470,2
39584,7380,12470,2
39585,7275,12470,2
39586,7209,12470,2
39587,7116,12470,2
39588,6992,12470,2
39589,6911,12470,2
39590,6924,12470,2
39591,6847,12470,2
39592,6586,12469,2
39593,6290,12469,2
39594,5949,12469,2
39595,5609,12469,2
39596,5503,12469,2
39597,5695,12469,2
39598,6329,12469,2
39599,6809,12469,2
39600,6996,12469,2
39601,7053,12469,2
39602,7019,12468,2
39603,7081,12468,2
39604,7292,12468,2
39605,7267,12468,2
39606,7156,12468,2
39607,7054,12468,2
39608,6943,12468,2
39609,6952,12468,2
39610,6965,12468,2
39611,6968,12468,2
39612,6934,12467,2
39613,6822,12467,2
39614,6598,12467,2
39615,6255,12467,2
39616,5866,12467,2
39617,5651,12467,2
39618,5548,12467,2
39619,5415,12467,2
39620,5205,12467,2
39621,5496,12467,2
39622,6245,12467,2
39623,6815,12466,2
39624,7113,12466,2
39625,7235,12466,2
39626,7399,12466,2
39627,7406,12466,2
39628,7311,12466,2
39629,7274,12466,2
39630,7208,12466,2
39631,7166,12466,2
39632,7117,12466,2
39633,7032,12465,2
39634,6938,12465,2
39635,6883,12465,2
39636,6823,12465,2
39637,6763,12465,2
39638,6792,12465,2
39639,6760,12465,2
39640,6793,12465,2
39641,6758,12465,2
39642,6654,12465,2
39643,6524,12465,2
39644,6184,12464,2
39645,5833,12464,2
39646,5530,12464,2
39647,5183,12464,2
39648,4909,12464,2
39649,4754,12464,2
39650,4670,12464,2
39651,4665,12464,2
39652,5227,12464,2
39653,6140,12464,2
39654,6663,12463,2
39655,6885,12463,2
39656,6965,12463,2
39657,7024,12463,2
39658,7225,12463,2
39659,7387,12463,2
39660,7602,12463,2
39661,7682,12463,2
39662,7797,12463,2
39663,7806,12463,2
39664,7730,12463,2
39665,7659,12462,2
39666,7540,12462,2
39667,7394,12462,2
39668,7312,12462,2
39669,7130,12462,2
39670,6943,12462,2
39671,6876,12462,2
39672,6635,12462,2
39673,6094,12462,2
39674,5775,12462,2
39675,5368,12461,2
39676,4869,12461,2
39677,4149,12461,2
39678,3529,12461,2
39679,3161,12461,2
39680,3350,12461,2
39681,4026,12461,2
39682,4870,12461,2
39683,5731,12461,2
39684,6369,12461,2
39685,7013,12460,2
39686,7315,12460,2
39687,7555,12460,2
39688,7576,12460,2
39689,7553,12460,2
39690,7582,12460,2
39691,7650,12460,2
39692,7628,12460,2
39693,7596,12460,2
39694,7569,12460,2
39695,7522,12460,2
39696,7454,12459,2
39697,7345,12459,2
39698,7158,12459,2
39699,7017,12459,2
39700,6942,12459,2
39701,6766,12459,2
39702,6587,12459,2
39703,6425,12459,2
39704,6201,12459,2
39705,5959,12459,2
39706,5761,12458,2
39707,5426,12458,2
39708,4940,12458,2
39709,4473,12458,2
39710,4131,12458,2
39711,3842,12458,2
39712,3643,12458,2
39713,3501,12458,2
39714,3352,12458,2
39715,3284,12458,2
39716,3234,12457,2
39717,3167,12457,2
39718,3106,12457,2
39719,3009,12457,2
39720,3020,12457,2
39721,3213,12457,2
39722,3717,12457,2
39723,4426,12457,2
39724,5173,12457,2
39725,5679,12457,2
39726,6106,12456,2
39727,6462,12456,2
39728,6625,12456,2
39729,6867,12456,2
39730,7006,12456,2
39731,7107,12456,2
39732,7052,12456,2
39733,7002,12456,2
39734,7023,12456,2
39735,7096,12456,2
39736,7334,12456,2
39737,7350,12455,2
39738,7348,12455,2
39739,7138,12455,2
39740,7069,12455,2
39741,7022,12455,2
39742,7007,12455,2
39743,6988,12455,2
39744,6756,12455,2
39745,6539,12455,2
39746,6416,12455,2
39747,6410,12454,2
39748,6491,12454,2
39749,6378,12454,2
39750,6103,12454,2
39751,5696,12454,2
39752,5387,12454,2
39753,4889,12454,2
39754,4382,12454,2
39755,3876,12454,2
39756,3183,12454,2
39757,2555,12454,2
39758,2051,12453,2
39759,1682,12453,2
39760,1518,12453,2
39761,1376,12453,2
39762,1365,12453,2
39763,1376,12453,2
39764,1416,12453,2
39765,1376,12453,2
39766,1421,12453,2
39767,1462,12453,2
39768,1564,12452,2
39769,1796,12452,2
39770,2092,12452,2
39771,2423,12452,2
39772,2637,12452,2
39773,2847,12452,2
39774,2875,12452,2
39775,2701,12452,2
39776,2449,12452,2
39777,2247,12452,2
39778,2032,12452,2
39779,1857,12451,2
39780,1671,12451,2
39781,1516,12451,2
39782,1457,12451,2
39783,1536,12451,2
39784,1657,12451,2
39785,1969,12451,2
39786,2573,12451,2
39787,3594,12451,2
39788,4485,12451,2
39789,5665,12450,2
39790,6405,12450,2
39791,6935,12450,2
39792,7141,12450,2
39793,7261,12450,2
39794,7224,12450,2
39795,7214,12450,2
39796,7285,12450,2
39797,7324,12450,2
39798,7378,12450,2
39799,7410,12450,2
39800,7441,12449,2
39801,7377,12449,2
39802,7333,12449,2
39803,7228,12449,2
39804,7148,12449,2
39805,7017,12449,2
39806,6945,12449,2
39807,6800,12449,2
39808,6619,12449,2
39809,6458,12449,2
39810,6301,12448,2
39811,6255,12448,2
39812,5927,12448,2
39813,5439,12448,2
39814,5018,12448,2
39815,4857,12448,2
39816,4862,12448,2
39817,5260,12448,2
39818,5903,12448,2
39819,6442,12448,2
39820,6832,12447,2
39821,7141,12447,2
39822,7267,12447,2
39823,7321,12447,2
39824,7325,12447,2
39825,7386,12447,2
39826,7341,12447,2
39827,7413,12447,2
39828,7459,12447,2
39829,7459,12447,2
39830,7425,12446,2
39831,7387,12446,2
39832,7323,12446,2
39833,7287,12446,2
39834,7276,12446,2
39835,7199,12446,2
39836,7156,12446,2
39837,7113,12446,2
39838,7120,12446,2
39839,7081,12446,2
39840,7094,12446,2
39841,7052,12445,2
39842,6969,12445,2
39843,6832,12445,2
39844,6669,12445,2
39845,6428,12445,2
39846,6175,12445,2
39847,5947,12445,2
39848,5613,12445,2
39849,5258,12445,2
39850,4905,12445,2
39851,4489,12444,2
39852,3979,12444,2
39853,3677,12444,2
39854,3226,12444,2
39855,2848,12444,2
39856,2508,12444,2
39857,2338,12444,2
39858,2324,12444,2
39859,2381,12444,2
39860,2420,12444,2
39861,2627,12444,2
39862,3010,12443,2
39863,3345,12443,2
39864,4120,12443,2
39865,5098,12443,2
39866,6131,12443,2
39867,6917,12443,2
39868,7283,12443,2
39869,7521,12443,2
39870,7721,12443,2
39871,7820,12443,2
39872,7932,12442,2
39873,7927,12442,2
39874,7906,12442,2
39875,8060,12442,2
39876,8140,12442,2
39877,8204,12442,2
39878,8205,12442,2
39879,8064,12442,2
39880,7868,12442,2
39881,7782,12442,2
39882,7767,12441,2
39883,7811,12441,2
39884,7748,12441,2
39885,7699,12441,2
39886,7699,12441,2
39887,7659,12441,2
39888,7579,12441,2
39889,7384,12441,2
39890,7118,12441,2
39891,6715,12441,2
39892,6278,12441,2
39893,5783,12440,2
39894,5303,12440,2
39895,4787,12440,2
39896,4499,12440,2
39897,4143,12440,2
39898,3830,12440,2
39899,3672,12440,2
39900,3528,12440,2
39901,3679,12440,2
39902,4128,12440,2
39903,4725,12439,2
39904,5521,12439,2
39905,6118,12439,2
39906,6731,12439,2
39907,7175,12439,2
39908,7322,12439,2
39909,7426,12439,2
39910,7419,12439,2
39911,7442,12439,2
39912,7445,12439,2
39913,7399,12439,2
39914,7393,12438,2
39915,7372,12438,2
39916,7370,12438,2
39917,7372,12438,2
39918,7357,12438,2
39919,7351,12438,2
39920,7270,12438,2
39921,7221,12438,2
39922,7179,12438,2
39923,7174,12438,2
39924,7185,12437,2
39925,7164,12437,2
39926,7018,12437,2
39927,6900,12437,2
39928,6808,12437,2
39929,6664,12437,2
39930,6571,12437,2
39931,6350,12437,2
39932,6099,12437,2
39933,5828,12437,2
39934,5623,12436,2
39935,5423,12436,2
39936,4990,12436,2
39937,4580,12436,2
39938,4124,12436,2
39939,3794,12436,2
39940,3519,12436,2
39941,3387,12436,2
39942,3335,12436,2
39943,3379,12436,2
39944,3821,12436,2
39945,4508,12435,2
39946,5390,12435,2
39947,6300,12435,2
39948,7005,12435,2
39949,7589,12435,2
39950,7916,12435,2
39951,8187,12435,2
39952,8256,12435,2
39953,8313,12435,2
39954,8267,12435,2
39955,8262,12434,2
39956,8156,12434,2
39957,8080,12434,2
39958,8182,12434,2
39959,8441,12434,2
39960,8577,12434,2
39961,8663,12434,2
39962,8712,12434,2
39963,8673,12434,2
39964,8668,12434,2
39965,8670,12433,2
39966,8641,12433,2
39967,8615,12433,2
39968,8565,12433,2
39969,8427,12433,2
39970,8295,12433,2
39971,8080,12433,2
39972,7787,12433,2
39973,7379,12433,2
39974,6983,12433,2
39975,6761,12433,2
39976,6074,12432,2
39977,5368,12432,2
39978,4737,12432,2
39979,4242,12432,2
39980,3815,12432,2
39981,3178,12432,2
39982,2668,12432,2
39983,2451,12432,2
39984,2274,12432,2
39985,2248,12432,2
39986,2198,12431,2
39987,2219,12431,2
39988,2197,12431,2
39989,2185,12431,2
39990,2134,12431,2
39991,2116,12431,2
39992,2094,12431,2
39993,2141,12431,2
39994,2304,12431,2
39995,2637,12431,2
39996,3167,12430,2
39997,3818,12430,2
39998,4824,12430,2
39999,5787,12430,2
40000,6617,12430,2
40001,7106,12430,2
40002,7639,12430,2
40003,7966,12430,2
40004,8115,12430,2
40005,8180,12430,2
40006,8184,12430,2
40007,8008,12429,2
40008,7777,12429,2
40009,7612,12429,2
40010,7382,12429,2
40011,7092,12429,2
40012,6728,12429,2
40013,6346,12429,2
40014,5906,12429,2
40015,5543,12429,2
40016,5182,12429,2
40017,4874,12428,2
40018,4742,12428,2
40019,4654,12428,2
40020,4752,12428,2
40021,5151,12428,2
40022,5872,12428,2
40023,6287,12428,2
40024,6399,12428,2
40025,6083,12428,2
40026,5594,12428,2
40027,4956,12428,2
40028,4748,12427,2
40029,4973,12427,2
40030,5446,12427,2
40031,6307,12427,2
